Wall time,Step,Value
1694437165.4246266,16125,1.7070971727371216
1694437176.123742,16185,1.3242133855819702
1694437176.2948725,16186,2.1994175910949707
1694437185.245109,16236,1.9054210186004639
1694437185.7565584,16239,2.190680980682373
1694437186.1107678,16241,1.9354887008666992
1694437187.1367292,16247,1.9986306428909302
1694437199.0238037,16313,1.9772329330444336
1694437204.6465662,16346,1.923251986503601
1694437213.0464525,16392,1.8746047019958496
1694437216.38234,16411,1.514601230621338
1694437216.8945606,16414,1.8779628276824951
1694437219.1262412,16427,2.1386873722076416
1694437250.1595778,16603,1.2097632884979248
1694437250.5036235,16605,1.5550727844238281
1694437252.5104449,16615,2.11954402923584
1694437273.2092192,16731,1.8865313529968262
1694437273.8861248,16735,1.8445453643798828
1694437283.913501,16793,2.081878423690796
1694437290.9439943,16834,1.9228307008743286
1694437296.346731,16864,1.6102283000946045
1694437296.6924698,16866,1.9835342168807983
1694437299.462707,16880,2.0437982082366943
1694437299.9859436,16883,1.820907711982727
1694437304.1871226,16907,2.1428258419036865
1694437311.0841303,16947,1.6940033435821533
1694437311.7591696,16951,1.7466495037078857
1694437321.0573776,17002,1.9145407676696777
1694437323.4003482,17016,1.538576602935791
1694437329.8655832,17054,1.38148832321167
1694437330.393517,17057,1.946115493774414
1694437333.6394496,17076,1.6617872714996338
1694437341.6585925,17120,1.1439241170883179
1694437342.6765878,17126,1.8719727993011475
1694437342.8478346,17127,2.0399324893951416
1694437345.656537,17143,1.9422441720962524
1694437347.8228352,17155,1.7932586669921875
1694437360.444057,17229,1.971788763999939
1694437360.7821562,17231,1.8715271949768066
1694437364.3558402,17250,1.9193530082702637
1694437366.5951302,17263,2.431796073913574
1694437368.3221893,17273,1.0596619844436646
1694437369.6677492,17281,1.8842768669128418
1694437389.0546782,17394,1.7480669021606445
1694437393.9982982,17423,0.8292295336723328
1694437395.4484642,17431,2.320786476135254
1694437410.2506654,17515,1.4708436727523804
1694437418.4334977,17563,1.4197378158569336
1694437427.9273221,17617,1.7990851402282715
1694437430.5228949,17632,1.7533719539642334
1694437430.686336,17633,2.1199913024902344
1694437433.2914593,17648,1.7907512187957764
1694437437.456692,17671,1.3323101997375488
1694437440.5597658,17688,1.6533750295639038
1694437442.116089,17697,2.0279102325439453
1694437448.1544106,17731,2.6544880867004395
1694437454.4027302,17768,1.1876691579818726
1694437489.282976,17814,2.255202293395996
1694437497.7377362,17863,1.790315866470337
1694437499.4727392,17873,2.06559419631958
1694437500.6523275,17880,1.3452825546264648
1694437500.8264716,17881,2.0145959854125977
1694437501.7079191,17885,1.5915590524673462
1694437510.6964662,17935,1.9203057289123535
1694437513.7494426,17952,1.7564151287078857
1694437516.1108546,17964,2.0288336277008057
1694437524.4641757,18005,2.0265278816223145
1694437524.9763358,18008,1.9909346103668213
1694437529.5763202,18035,2.93021821975708
1694437534.7235723,18064,1.9026463031768799
1694437537.4700224,18080,2.172924280166626
1694437538.846885,18088,2.140263319015503
1694437542.4926822,18109,2.1654934883117676
1694437544.7352383,18121,1.6138226985931396
1694437546.1390436,18129,1.1630749702453613
1694437546.8277328,18133,1.8371492624282837
1694437547.5302813,18137,1.7325044870376587
1694437559.6158564,18207,2.0380451679229736
1694437572.282427,18276,1.2161293029785156
1694437582.279437,18332,1.8180254697799683
1694437584.5102847,18345,1.9974865913391113
1694437594.7119246,18404,1.099449872970581
1694437594.889677,18405,2.3375179767608643
1694437596.9433036,18417,1.7342638969421387
1694437599.0266018,18429,1.5288606882095337
1694437601.688466,18444,1.7095867395401
1694437605.8331504,18468,1.3766511678695679
1694437608.1454906,18481,1.8189752101898193
1694437609.7434728,18490,1.734663963317871
1694437615.3600526,18522,2.1220808029174805
1694437626.3735015,18586,1.9277507066726685
1694437631.81769,18616,2.4610633850097656
1694437632.6741967,18621,2.0236947536468506
1694437634.9610865,18634,2.398898124694824
1694437636.9880373,18645,1.4843895435333252
1694437656.8657396,18758,1.3023028373718262
1694437657.0356765,18759,1.8486082553863525
1694437658.078839,18765,1.8656998872756958
1694437658.5943627,18768,1.7784669399261475
1694437660.7227564,18780,1.8708165884017944
1694437663.322293,18795,1.6996407508850098
